	text	inappropriate	human_labeled	offline_crime	online_crime	drugs	gambling	pornography	prostitution	slavery	suicide	terrorism	weapons	body_shaming	health_shaming	politics	racism	religion	sexual_minorities	sexism	social_injustice	none	toxic_new
816	И перед выпригиванием из окна сохраняется.	0.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.2025826722383499
817	виноват во всём моссад и обама	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0032166996970772
818	Заходите на  Выбирайте лучшего и делайте ставки!	1.0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1403437405824661
819	Ну там много алкоголя было , он так меня и звал	0.86	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0334018170833587
820	можно добытьА если мамка на новую денег не даст?	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.020799545571208
821	на пике виноваты, конечно же, игоры...	0.8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0007378964219242
822	А что вам созданному по образу и подобию мешает назвать себя сыном Богом ? : Иисус же поверил !	0.81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.3946570754051209
823	А политическая проституция уже не считается?!	0.85	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1580664664506912
824	Кек, то есть сначала будут подыхать ерохи от интоксикации металлом столового ножа через печень	1.0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3454111218452453
825	Ну и конешно топпест топ, вот от этих двух прямо мурашки до сих порtts://	0.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0219931956380605
826	"но мне кажется, ""грех"" это не единственное, что удерживает человека от суицида, есть еще куча всяких последствий для окружающих тебя людей, которые тоже надо продумывать перед тем как совершить самоубийство."	1.0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0009849886409938
827	ммм курить непролеченый быстровышеный стафф, вкусненько.	0.95	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0044692796654999
828	репаки есть битые другой установи иногда антевирус блокирует и удаляет	1.0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017839178442955
829	Многовато так-то налилось. Чуть мамка не учуяла.	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.6644889116287231
830	каждый год смотрел чемпионат мира по футболуфутболукаждый годДолбоебушка.	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.6760308742523193
831	Иисус воскрес на третий день после смерти, очевидцами были более  человек, Иисус несколько раз являлся разным людям. Сейчас Иисус духовная личность назначенный Богом царь, вскоре он будет действовать от имени Бога уничтожит зло с Земли.	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.1698365211486816
832	Двачую, пока курил, ты давал все ответы правильно без меня	1.0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6371996402740479
833	Вам не кажется что если родился красивым, то от жизни получаешь ништячки?	0.9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0716406553983688
834	все воспроизводится, а скачать, просто добавь в избранное и поставь расширнение которое качает с ВК	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0040206830017268
835	Весь мир от сатаны и учат тут сатанизму. Все церкви сатанинские. Бога нет. Оправдываться не перед кем. Все попадем в ад.	1.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.3887734711170197
836	Посоны, я тут угорел по этим вашим линуксам давным давно, а у меня ключит для семерки лицензионный валяется неюзаный. Никому не нужен? Понимаю, что сейчас век пираток и все такое, ну мало ли, чего добру пропадать.	0.91	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4145597219467163
837	так пишите ему что бы в наркологичку шел и сдавался туда через 21 выйдет будете решать что ему делать... раз он от вас сбегает как торч конченный...	1.0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3892657160758972
838	о наисексуальнейших тестостероновых рустамах с которым вялый ванька не сравнится в мужественности	1.0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.1441568285226822
839	у него своя команда естьи без Авеллона шин слепят.К счастью, холопы Мэил.ру с кикстартера больше никогда не будут портить серию.	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.6014031767845154
840	сделала шесть ракетсвернула свою программу ядерного оружия в И что характерно ЮАР на фоне остальных нигростран выглядит в разы безопаснее, там даже белые живут 	0.92	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0.0906313210725784
841	да, кстати, насчет моей тяги - она была к сигаретам, а совсем не к алкоголю. у меня к этому веществу очень сильная зависимость.	0.79	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000482953764731
842	надо не частить с эрекциейчто-то холодное сразу прикладывайте к члену.	1.0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0438746660947799
843	Читаки есть в ИТТ? В эту парашу без читов играть невозможно ни в рэйтинг, ни тем более в казуал. без читов только на лигах можно. И то там процетнов 30 наверное сидит читаков с аимом.	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.6476030349731445
844	Сравнивать рашку-порашку с быстрорастущей первой экономикой мира где проживает полтора миллиарда людишек не очень умно.	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0.4902552366256714
845	Ты воочию сильно пьющих женщин видела? Я - да. И могу тебе уверенно сказать, что алко на женщине, особенно если ей за сорок, отражается очень быстро и его никакими фильтрами и тональниками не замаскируешь.	0.82	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4486494660377502
846	Очередная девочка с топором выходит на охоту.	1.0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.6166439056396484
847	Все проходит. Иногда и женщина за 40 хочет постоянного секса, а в 20 бревно. :-	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.0714933201670646
848	Негатив Желаю всем, что они МНЕ.... но по жирнее и по гуще✌	1.0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.3270998001098633
849	. BLIVIN TRACKER  - трекер открылся 23 февраля  года. музыка, фильмы, видео, игры абсолютно бесплатно! Статистика лучших фильмов, музыки, игр .	1.0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0086997924372553
850	договор об обеспечении средствами табакокурения в общественных местах... Долго думал-то, автор?	1.0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.089089922606945
851	Оп, будь добр, залей пак с ней, с работы приду тред потрут уже, а так пак хоть скачаю.	0.82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.7094866633415222
852	Сигареты курю, но мало. А вот сердце перестало давить Значит, дело в кофе было... Но бросить всё равно надо курить.	0.91	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0489029586315155
853	Девушка с девушкой тоже ненормально. И девушка с котом тоже.	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.2056658715009689
854	И песня: сигареты после секса романтичный ты...я тогда тоже	1.0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.415094792842865
855	Мда ясн ну хз грудь наверноеДа уж, грудка у Хёмин хорошая :3	1.0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.38189497590065
856	"и не играй. убожеское васяноподелие, север был тоже васянским, но ""крепкий середнячок""."	0.84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.1591773778200149
857	да закопать, и чтоб глаз не мулял если стоя на полу и притрагиваясь к нему чувствуете ток то придется	1.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6419358849525452
